,answerKey,question,choices
5760,D,Where might you find dirt on a place you would see a gutter and rubber hit it regularly?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['race track', 'bed', 'ground', 'street', 'subway'], dtype=object)}"
5761,E,"He lowered and raised the bucket but it was empty, the what had run dry?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['garden shed', 'utility closet', 'towards disk washer', 'laundry',
       'well'], dtype=object)}"
5762,C,Though advertised as pet friendly her new what she was moving to wouldn't allow her small dog?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['trailer park', 'germany', 'apartment complex', 'basket',
       ""grandmother's house""], dtype=object)}"
5763,D,If you see cars with a light blinking on the driver's side what does that indicate they will do?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['slow down', 'go forward', 'get to town', 'turn left',
       'turn right'], dtype=object)}"
5764,C,"The stray dog never warmed up to a human again, he never got over being what?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['guard house', 'fleas', 'abandoned', 'walked', 'punishment'],
      dtype=object)}"
5765,D,"Bill is in a large marsh in Florida, where is he?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['forest', 'low lands', 'louisiana', 'everglades', 'marsh'],
      dtype=object)}"
5766,B,"James complained that Alexa's electric guitar was too loud and he couldn't get any work done at home,  so she decided that she should get an acoustic guitar.  Where might she look for one?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['house', 'music shop', 'studio', 'storage', 'closet'], dtype=object)}"
5767,C,"This city in Northern Norway is filled within things to do like Polar Nights half marathons and located in the middle of the Northern lights oval, which city is it?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['northern', 'nome', 'tromsø', 'finnmark', 'vadsø'], dtype=object)}"
5768,D,"The soldier was a great candidate for the job, the hiring officer knew the soldier could what?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['fight enemy', 'report for duty', 'amuse oneself',
       'follow instructions', 'wait for orders'], dtype=object)}"
5769,D,Where are you likely to find melted cheese?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['refrigerator', 'bread', 'fridge', 'pizza', 'market'], dtype=object)}"
5770,B,"When people are learning about science and not burdened by the morals of a higher power, they are more likely to come up with what?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['experiment', 'new ideas', 'scientific knowledge', 'enlightened',
       'atheism'], dtype=object)}"
5771,B,Seeing how old things created so long ago is likely to cause?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['painful memories', 'reverence', 'curiosity', 'depression',
       'nostalgia'], dtype=object)}"
5772,E,"If your punched in the nose, your eyes will probably do what?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['see work', 'glass over', 'see light', 'dry out',
       'fill with tears'], dtype=object)}"
5773,E,What event would soldiers be trained to use explosive devices?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['bomb', 'construction site', 'landmine', 'emergency', 'war'],
      dtype=object)}"
5774,B,"The man was still up at 2:30 am, so he was using the television, what was he hoping he would accomplish?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['eye strain', 'falling asleep', 'laziness', 'boredom',
       'get smarter'], dtype=object)}"
5775,D,Where might a student grow a ficus?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['flowerpot', 'farm', 'plant kingdom', 'science class', 'arboretum'],
      dtype=object)}"
5776,C,"She enjoyed fabric as a medium, her creativity really showed when she would what?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['create art', 'draw', 'sew', 'write', 'express yourself'],
      dtype=object)}"
5777,D,John spent too much money buying products for his swollen testicles.  He did so because he was feeling what?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['pleasure', 'delight', 'bankruptcy', 'agony', 'owning'],
      dtype=object)}"
5778,B,In what place could you find air that has been breathed by only a few people recently?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['train station', 'house', 'cupboard', 'cricket stadium',
       'surface of earth'], dtype=object)}"
5779,C,As the counterweight began to rise the elevator began to what into the mine?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['park', 'reduce', 'descend', 'fall', 'set'], dtype=object)}"
5780,D,What could happen if you are going fishing in a river and fall down?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['have fun', 'catching fish', 'bear attack', 'wet clothes',
       'disappointment at not catching'], dtype=object)}"
5781,E,"When people discover something new while chatting with friends, why are they likely to continue talking?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['agreement', 'to fill their time', 'discomfort',
       'misunderstanding', 'learning about'], dtype=object)}"
5782,B,What does lying about oneself likely to lead to?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['feeling guilty', 'problems', 'getting caught', 'hurt feelings',
       'being fired'], dtype=object)}"
5783,A,What do dogs need to get so they behave appropriately?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['trained', 'they will marry', 'require water', 'need food',
       'get lost'], dtype=object)}"
5784,A,"While still on a trip there's pretty much only one place to unload your luggage, where?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['at hotel', 'train station', 'ship', 'bus stop', 'bus depot'],
      dtype=object)}"
5785,C,What is a parents primary duty?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['speak freely', 'happiness of a child', 'care for children',
       'school child', 'control children'], dtype=object)}"
5786,E,"The iphone can do many things.  If you threw away your iPod, you probably use your iPhone to do what?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['show time', 'use calendar', 'display time',
       'display position on map', 'play music'], dtype=object)}"
5787,E,"The spy left the record at the drop, his handlers could be seen doing what?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['hold onto', 'carrying', 'pick up', 'catch', 'picking up'],
      dtype=object)}"
5788,C,Where are you likely to see more than one office building?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['work', 'industrial complex', 'city', 'new york', 'suburbia'],
      dtype=object)}"
5789,E,He thought it was appropriate to visit a french restaurant after the ice hockey game while visiting what famous bilingual city?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['nyc', 'big city', 'wine', 'snow', 'montreal'], dtype=object)}"
5790,B,A great singers voice is going to be?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['loud', 'beautiful', 'sound', 'george michael', 'commmunicating'],
      dtype=object)}"
5791,C,While performing she fell off the stage causing what?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['action', 'fear', 'injury', 'pride', 'butterflies'], dtype=object)}"
5792,C,"The woman experienced great joy, but despite that this was a what?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['misery', 'sadness', 'bad time', 'sorrow', 'play time'],
      dtype=object)}"
5793,C,What is going to happen if you kill people?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['get punished', 'vengeance', 'going to prison', 'joy',
       'going to jail'], dtype=object)}"
5794,C,What would be a dream vacation for some children?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['zoo', 'museum', 'disneyland', 'school', 'toy store'], dtype=object)}"
5795,C,"The student chefs were instructed to start the tacos with the main ingredient, adding it to a hot pan to do what?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['stir the water', 'prepare food', 'brown meat', 'prepare meals',
       'make food'], dtype=object)}"
5796,D,John cooled the steam. What did the steam become?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['condensate', 'electric smoke', 'smoke', 'liquid water',
       'cold air'], dtype=object)}"
5797,B,"The amount of effort put into the losing project was negligible, how much effort was put into the winning project?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['significant', 'considerable', 'important', 'unignorable',
       'useful'], dtype=object)}"
5798,A,Where could you see a gentleman that is not real?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['movie', 'church', 'big house', 'a tv screen', 'tuxedo'],
      dtype=object)}"
5799,E,James went to the tennis court that was located in his home what?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['country club', 'park', 'michigan', 'sports', 'town'], dtype=object)}"
5800,B,What could happen after sitting down for a long period of time?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['sigh of relief', 'fall asleep', 'stand up', 'flatulence',
       'lap comes back'], dtype=object)}"
5801,C,"The teacher told her students to listen, what did she want from them?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['able to hear', 'concentrate', 'pay attention', 'stop talking',
       'eyes on her'], dtype=object)}"
5802,A,What kind of real estate agent would sell a house for less than what it is worth?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['incompetent', 'manipulate', 'fib', 'charming', 'exaggerate'],
      dtype=object)}"
5803,B,Where is liquor usually stored in a home?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['fraternity house', 'cabinet', 'bar', 'soft drink', 'night stand'],
      dtype=object)}"
5804,C,Where is the supreme courthouse in a state typically located?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['michigan', 'down the street', 'capital city', 'get married in',
       'center of town'], dtype=object)}"
5805,B,Jim's grass didn't get any sunlight because he parked his car over it.  The grass began to do what?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['continue to grow', 'turn brown', 'changes color with seasons',
       'dry', 'burn'], dtype=object)}"
5806,D,Why do people go hiking?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['drink water', 'get lost', 'get tired', 'enjoy nature', 'hunger'],
      dtype=object)}"
5807,C,One indicator of a mouse in your house is what?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['cheese', 'kitchen', 'small hole', 'department store', 'garden'],
      dtype=object)}"
5808,D,Fencing is a sport and like other sports their is a risk of what?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['pain', 'small cuts', 'competition', 'injury', 'puncture wound'],
      dtype=object)}"
5809,C,What noise can you make while having lunch that does not indicate you might die soon?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['eat food', 'drink water', 'burp', 'choke', 'vomit'], dtype=object)}"
5810,E,what is the end result of hiring a maid?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['clean bathroom', 'cleaning house', 'an affair', 'clean room',
       'clean house'], dtype=object)}"
5811,B,Where might a family go on a nice day?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['supermarket', 'park', 'funeral', 'the beach', 'wedding'],
      dtype=object)}"
5812,A,What is the opposite of ambiguous?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['clear', 'certain', 'distinct', 'blurry', 'explicit'], dtype=object)}"
5813,B,During the brainstorming session there was a lot of talking and what?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['obtaining information', 'exchange of ideas',
       'sharing information', 'conversation', 'gathhering of information'],
      dtype=object)}"
5814,E,The belief that we don't choose what happens in life is called what?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['force', 'undecided', 'serendipity', 'reject', 'predetermination'],
      dtype=object)}"
5815,D,"James shaved, but this left a lot of hair where?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['arm', ""person's head"", 'floor', 'sink', 'moustache'], dtype=object)}"
5816,B,"He enjoyed reading newspaper, he consider what a subscription?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['gifting', 'buying', 'money', 'literacy', 'knowing how to read'],
      dtype=object)}"
5817,C,Billy wanted to have rest because he needed to do what?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['go to bed', 'eat fish', 'relax', 'get tired', 'lie down'],
      dtype=object)}"
5818,A,What could happen to a person if no one is around him or her?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['feel lonely', 'graduate from high school', 'enter college',
       'cross street', 'be alone'], dtype=object)}"
5819,D,What is a place that has only one ceiling and which could be on ground level?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['house', 'building', 'loft', 'classroom', 'airplane'], dtype=object)}"
5820,B,Where is the closest place you would find a potato?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['ireland', 'kitchen cupboard', 'england', 'chicken', 'maryland'],
      dtype=object)}"
5821,A,What is ignorance often equated with?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['bliss', 'hostility', 'peace', 'accidents', 'find truth'],
      dtype=object)}"
5822,A,"When people are honest, what do they tend to do?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['tell truth', 'own objects', 'pay bills', 'selling food',
       'buy cake'], dtype=object)}"
5823,C,Where is a good place to keep personal money?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['supermarket', 'cash register', 'pocket', 'bucket of water',
       'art show'], dtype=object)}"
5824,A,What is a place where clippers are used on women?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['salon', 'barbershop', 'pharmacy', ""barber's shop"",
       'bathroom cabinet'], dtype=object)}"
5825,A,Jane is contemplating  taking a break. She hurts and she is tired.  What does she need?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['relaxation', 'adventure', 'headache', 'deciding', 'revelations'],
      dtype=object)}"
5826,E,Where would you get a washcloth if you do not have one?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['bathing', 'bathroom sink', 'garage', 'linen closet', 'walmart'],
      dtype=object)}"
5827,D,Settling in to see your favorite show is a great way to do what after a hard days work?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['smile', 'buy tickets', 'laugh', 'relax', 'succeed'], dtype=object)}"
5828,E,Why do you not earn money while you have lunch?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['too full', 'eat food', 'get food', 'find food', 'stop working'],
      dtype=object)}"
5829,B,"Sometimes fighting inflation isn't even what, because it is so negligible?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['economic instability', 'not noticeable', 'spend more',
       'rising interest rates', 'boring'], dtype=object)}"
5830,E,What would contain an image of a blowfish?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['google', 'coral reef', 'palm tree', 'fish market', 'books'],
      dtype=object)}"
5831,C,What is eating too much dinner likely to result in?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['tiredness', 'living longer', 'stomach ache', 'illness',
       'acid reflux'], dtype=object)}"
5832,B,"Jim never stopped talking, at what rate did he talk?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['continually', 'constantly', 'always forever', 'always', 'all day'],
      dtype=object)}"
5833,C,"Some might say that if you want to do something that results in changing society then you need to start from within, to do this what would you be doing?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['riots', 'vote', 'change yourself', 'social activism',
       'change clothes'], dtype=object)}"
5834,A,Gary bought stock in a fortune 500 company before going off to the tournament.   He also bought a new what?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['fishing rod', 'machine gun', 'hatred', 'artillery',
       'double in value'], dtype=object)}"
5835,D,"The police had been stumped for years, the grieving family hired a private investigator in a hope to what?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['notice physical evidence', 'arrest criminal', 'gather evidence',
       'discover truth', 'gathering facts'], dtype=object)}"
5836,E,"The sloppy dad saw the random stuff in the kitchen, and didn't know where to put it, where did he decide to place it?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['anything', 'cupboard', 'michigan', 'table', 'cabinet'],
      dtype=object)}"
5837,A,"I need to buy frozen food locally in the smaller shop, where would I go?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['grocery store', 'supermarket', 'refrigerator', 'freezer',
       'fridge'], dtype=object)}"
5838,E,What negative consequence is expect when gaining more land?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['disputes', 'more work', 'higher taxes', 'making more money',
       'more responsibility'], dtype=object)}"
5839,A,Where is a knight likely to be a hero?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['historical novel', 'castle', 'chess set', 'renaissance festival',
       'middle ages'], dtype=object)}"
5840,C,What kind of service would you want if you do not want bad service or very good service?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['competent', 'first rate', 'adequate', 'sincere', 'fast paced'],
      dtype=object)}"
5841,D,Where is a human likely to be when entering a condo?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['suburbia', 'milwaukee', 'new york', 'residential area',
       'cruise ship'], dtype=object)}"
5842,B,The largest train stations are in what areas?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['in a ocean', 'big city', 'bums', 'europe', 'downtown area'],
      dtype=object)}"
5843,C,What usually happens to you when you're gambling?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['penury', 'bankruptcy', 'lose money', 'addiction', 'risky'],
      dtype=object)}"
5844,D,"Even if was clean and chlorinated, shallow water wouldn't make for much summer fun in your backyard what?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['lake', 'childrens pools', 'pond', 'swimming pool', 'puddle'],
      dtype=object)}"
5845,D,What must be done to a driveway filled with snow?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['christmas', 'avalanches', 'blizzard', 'shovelling', 'ice storm'],
      dtype=object)}"
5846,B,"The couple was getting divorce, they were most concerned about causing their children what?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['bad feelings', 'emotional distress', 'richer', 'freedom',
       ""two christmas's""], dtype=object)}"
5847,B,What is likely to someone in a skiing accident likely to have in more than one place?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['frost bite', 'broken bones', 'chapped lips', 'healthy body',
       'broken legs'], dtype=object)}"
5848,B,"The professor spoke in a reserved, conservative, and laconic tone, what kind of language was he avoiding?A","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['bombastic', 'loquacious', 'verbose', 'talkative', 'prolix'],
      dtype=object)}"
5849,B,Where are books often kept in a home?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['cabinet', 'shelf', 'obesity', 'table', 'backpack'], dtype=object)}"
5850,B,Where would works be on the wall?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['house or other building', 'art show', 'prison', 'classroom',
       'labyrinth'], dtype=object)}"
5851,A,What's the nickname of the monster the beauty loved?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['beast', 'ugly', 'ugliness', 'satellite', 'top of mountain'],
      dtype=object)}"
5852,C,While he had great disdain for the King and his knights he still respected their what?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['reverence', 'respect', 'honor', 'admiration', 'kindness'],
      dtype=object)}"
5853,E,"Neuroepithelium is found in a few places, you're using which one to read this text if you're human?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['glasses', 'nasal cavity', 'tastebud', 'inner ear', 'retina'],
      dtype=object)}"
5854,A,"Debbie doesn't want a plain dress, she wants something unusual and attention-getting.  What would be a good adjective to describe the sort of dress she wants?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['exotic', 'decorative', 'bells and whistles', 'silly',
       'extravagant'], dtype=object)}"
5855,A,"They checked the weather one more time during the flight, they were on their way to paradise and wanted it to what?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['look beautiful', 'be happy', 'change quickly', 'occur here',
       'surprise us'], dtype=object)}"
5856,D,Where is too much snow likely to cause damage?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['north pole', 'trees', 'surface of earth', 'roof', 'ground'],
      dtype=object)}"
5857,C,What does water do when I submerges clothing?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['rushes', 'planet earth', 'drenching', 'ocean', 'septic tank'],
      dtype=object)}"
5858,B,What often happens to the remembering of people who are stressed?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['knowledge', 'problems', 'difficult', 'nostalgia', 'depression'],
      dtype=object)}"
5859,D,What can sex often be?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['nice', 'good', 'dirty', 'great fun', 'eventful'], dtype=object)}"
5860,D,Where are people likely to sing?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['apartment', 'supermarket', 'train station', 'opera', 'conference'],
      dtype=object)}"
5861,A,Mom said that Sarah should stay in bed until she was able to go to school again..  What did mom say to Sarah when she tried to get up?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array([""you're sick"", 'were sick', 'more rest', 'rest more',
       'get back under the covers'], dtype=object)}"
5862,A,What would be a good way to satisfy my curiosity?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['find truth', 'see particular program', 'go to market',
       'attend school', 'pizza'], dtype=object)}"
5863,D,If you're look at a black and white photograph that isn't recent it is likely what?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['long time', 'later', 'long ago', 'old', 'ancient'], dtype=object)}"
5864,D,"Plants can't move, so what must they do to continue their lineage?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['die', 'cause allergies', 'photosynthesis', 'reproduce asexually',
       'grow tall'], dtype=object)}"
5865,A,Why would someone think about getting wet in the summer?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['cool off', 'to have fun', 'shrinkage', 'shrinking', 'get cold'],
      dtype=object)}"
5866,A,"Both sides were presenting their arguments as fact, this when clearly both were just voicing an what?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['opinion', 'eat cake', 'untrue', 'belief', 'factfile'],
      dtype=object)}"
5867,E,What is a child's reaction likely to be when going to play?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['happiness', 'meet', 'surprised', 'being entertained', 'happy'],
      dtype=object)}"
5868,E,Little cameras in the car made doing what easier?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['technical difficulties', 'heat up', 'carpooler', 'set off',
       'back up'], dtype=object)}"
5869,A,"The judge found him guilty of committing perjury, this brought the man great what?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['shame', 'arrest', 'distress', 'embarrassment', 'tension'],
      dtype=object)}"
5870,B,"The team began analysing all the DNA evidence, they were hoping to once and for all be what?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['enlightened', 'discovering truth', 'new knowledge', 'paid',
       'learn more about'], dtype=object)}"
5871,A,What is the opposite of hosting a crowd?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['few people', 'pay debts', 'individual', 'single person',
       'small group'], dtype=object)}"
5872,C,"He grew tired of standing in the kitchen his whole shift, where was he?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array([""neighbor's house"", ""friend's house"", 'restaurant', 'jail',
       'fraternity house'], dtype=object)}"
5873,A,What business uses lots of potatoes?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['fast food restaurant', 'vegetable market', 'ireland',
       'produce market', 'dessert spot'], dtype=object)}"
5874,C,"Sometimes people seem like robots, but really we're all just what?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['stupid', 'inhumane', 'human', 'dangerous', 'strange'],
      dtype=object)}"
5875,B,"There was a fast food restaurant every 200 feet to help handle the foot traffic, what is this characteristic of in general?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['new york', 'big cities', 'center of town', 'farms', 'america'],
      dtype=object)}"
5876,A,While attending a lecture what should be done in the auditorium?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['take notes', 'listening', 'fall asleep', 'falling asleep',
       'learning'], dtype=object)}"
5877,A,What is the biggest group of people on the east coast where you will find skyscrapers?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['new york city', 'big city', 'large city', 'metropolis', 'beach'],
      dtype=object)}"
5878,C,"I have a machine for making bread, I keep it in my what?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['laboratory', 'bathroom', 'house', 'museum', 'industrial area'],
      dtype=object)}"
5879,D,"Stress can affect your mood, sometimes even leading to what?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['headache', 'high blood pressure', 'fatigue', 'depression',
       'heart attacks'], dtype=object)}"
5880,B,"He had decent disdain for the pop band, but that wasn't going to stop him from taking his daughter to see them because she absolutely what them?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['honor', 'adore', 'revere', 'require', 'admire'], dtype=object)}"
5881,C,If you were going public outing and heart was racing what are you feeling?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['pain', 'embarrassment', 'panic', 'sorrow', 'tired'], dtype=object)}"
5882,D,Where would you find travelers that are planning to go to a different continent?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['rest area', 'bus depot', 'train station', 'airport',
       'book tickets'], dtype=object)}"
5883,B,Where would you hit a ball with a stick into other balls?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array([""child's hand"", 'pool table', 'street', 'toy box', 'soccer field'],
      dtype=object)}"
5884,D,What would people feel if they are agreeing with each other?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['band together', 'harmony', 'smiles', 'rapport', 'belonging'],
      dtype=object)}"
5885,A,Where might a child keep their towel for overnight?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['backpack', 'linen closet', 'swimming pool', 'at hotel', 'shelf'],
      dtype=object)}"
5886,A,"The aisle that John was on had macaroni, rice, and hamburger helper. What sort of store is John most likely shopping at?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['grocery store', 'church', 'drugstore', 'hardware store',
       'department store'], dtype=object)}"
5887,D,"When one sees an apple tree, where does one tend to be?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['canada', 'spring', 'active', 'outside', 'washington state'],
      dtype=object)}"
5888,D,If a person has nothing they have to do they are said to have what?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['poor', 'know everything', 'headache', 'spare time',
       'make more money'], dtype=object)}"
