,premise,hypothesis,label
7323,A heavier man wearing a blue shirt and black pants walks down the sidewalk of a shopping center.,A man is walking next to a shopping center.,0
7324,Two lines of colorful cars racing on a racetrack.,The colors on the racetrack are memorizing.,0
7325,Green traffic signals light up as people look at motorcycles.,The traffic signal is red in front of the motorcycles.,2
7326,An Asian couple is walking through a store.,The couple is looking for groceries.,1
7327,A woman is walking while carrying a basket and a cigarette.,"A woman walks down the street, bringing a basket to her friend.",1
7328,"A male construction worker in a yellow safety vest and orange safety hat with headphones, holds a platform of thin wood.",Tall humans working,1
7329,Man on stage playing his guitar.,The man is famous,1
7330,Baby sitting at a beach.,The baby is not wearing a diaper.,1
7331,small girl petting an animal.,A small girl is near an animal.,0
7332,A woman in a pink coat shields her eyes from the sun.,The woman is covering her eyes.,0
7333,"A group of climbers ascends a narrow, snowy mountain ridge.",Climbers scale a mountain ridge.,0
7334,indian ladies dancing in front of crowd,Indian ladies are dancing.,0
7335,"A boy with a striped shirt and muddy jeans is sitting on a brick sidewalk, holding an object.",The boy holds his favorite toy.,1
7336,Two women tend to some animals.,The women have pet cows.,1
7337,Four men are standing around the back of a truck.,four men are standing together by a truck,0
7338,"A man in his office, is staring intently at the computer screen, while holding a red pen in his left hand.","A man in his office, is not staring intently at the computer screen",2
7339,People talking in an asian market.,People are marketing.,1
7340,A bmx rider rides up a jump and into the air.,The rider is riding,1
7341,A person jumping down a hill on his snowboard in the winter,The person jumping down the hill was being scored for his jump,1
7342,A small boy wearing a red helmet rides his bicycle down a patterned path.,The boy is riding his bike home.,1
7343,a woman and a little girl are playing with a ball in the pool underneath some water chutes.,The girl is playing in the backseat of the car.,2
7344,A group of young adults coordinate a jumping picture while in the woods near a river.,A group of young adults are taking a picture to send to friends.,1
7345,People are standing in a field.,"A group of politicians standing in a field, getting ready to give a speech.",1
7346,A man in a white shirt and dark pants is walking down a street.,A man dressed nicely is walking down the road.,0
7347,"Two dogs, that are tied to the building, patiently wait for their master to return.",A poodle is tied to a bench while his master hits on it reading.,2
7348,a little girl hugging a huge egg,The boy is throwing the ball.,2
7349,A workman standing along side a train.,A man wants to take a bus.,2
7350,A dog wearing a t-shirt is standing on the ground in front of a lawn chair.,A dog wearing a baseball cap is standing on the ground in front of a lawn chair.,2
7351,A person speeding through a heavily wooded trail on a bicycle.,A person is riding their bike through the trail.,0
7352,"A older man, a middle-aged man, and young man are each sitting on a horse and looking in various directions, in a corral near a large tree.",The men are all sitting at the table waiting on pie.,2
7353,Two females running in race.,Two females racing each other.,0
7354,Several people including a woman with a yellow purse are riding a crowded train.,The couple rides the empty train quietly.,2
7355,A soldier looks at a camera with a small child in front of him.,The soldier are father and son.,1
7356,The man wearing a blue helmet is riding a Polaris.,A man rides a Polaris.,0
7357,A man hurls a ball down his lane at a bowling alley.,The man is keeping score.,2
7358,A young man is shooting pool.,A man playing pool.,0
7359,"A lady with a bandanna, a man with a red hat and man with glasses and a cane sit on a bench while others stand waiting for a train.",People waiting for train,0
7360,A bikini-clad female is sunbathing near a body of water,The woman is catching some sun.,0
7361,Two black and tan dogs are fighting in snow.,"Two dogs, black and tan are figthing in snow.",0
7362,Some school aged children are eating chocolate cake at a table with a blue tablecloth.,Some children eating chocolate.,0
7363,A homeless man sleeps on pipes with only his guitar as his possession.,A man takes a nap during a break from performing his guitar.,1
7364,Three construction workers smoothing new sidewalk cement in a city.,a dog eating a treat,2
7365,A man and woman are talking while a woman is looking at something in front of her.,The woman is attractive.,1
7366,A man standing alone playing with a saxophone in a empty square with red floor tiles.,A man standing alone playing with a saxophone in a empty square with red floor tiles plays for the fifth time today,1
7367,A group of children gather together to pose for a picture.,children are making goofy faces for a picture,1
7368,"Two black women, both wearing yellow patterned dresses, are looking into plastic bags with yellow fabric coverings.",The two homeless black women in dresses are looking for food in plastic bags.,1
7369,A baby smiles at a woman across the table.,The woman is across the table,1
7370,A little boy is playing with a skateboard.,There is a little girl playing.,2
7371,A woman in a lavender sleeveless top and a nose ring is laughing while covering the eyes of another woman wearing a yellow striped shirt with her hands.,two women play peek a boo together,1
7372,Two small children sitting and jumping on a trampoline.,Two small children are classmates.,1
7373,A very well dressed man standing in the middle of a room with lots of casually dressed people.,A very well dressed man is standing in the middle of a room of casuals in a cafe.,1
7374,The man and woman show off their matching skull tattoos.,A husband and wife show off their matching tattoos.,1
7375,"A furry white dog, hanging out of a window.",The dog is trying to cool off.,1
7376,A black and white dog biting onto a chunk of ice.,A polar bear is biting into a chunk of ice.,2
7377,"A man in a red suit is dancing with a woman in a red skirt, in the street.",They are going for a run.,2
7378,Street dancing on plastic while a large group of youth stand about and watch.,An indoor dance is closed to public,2
7379,Multiple people around a county fair with several attractions including a fortune telling machine called Grandmas prediction.,The people at the fair are eating while waiting in line for the next game.,1
7380,A person is jumping in the air in the center of a roadway.,A man performs at a street fair.,1
7381,The man is flipping over the bar.,a man on a bar is drunk,1
7382,Bike racers are starting the race by peddling down the ramp.,Bike racers cool off in the shade.,2
7383,A young kid in a yellow t-shirt plays with some sort of hose.,A boy is jumping in the ocean.,2
7384,Two people on a scooter wait for a man carrying a guitar to cross the road.,A couple waits for the musician to go into the venue where he is playing.,1
7385,A man looking at his cellphone.,A man looks at his cellphone.,0
7386,A building has graffiti on the side of it.,The graffiti is black.,1
7387,Clad in galoshes she balances making quick work of the task at hand.,She is trying to get somewhere quickly.,1
7388,a dog sprints across the leaf covered ground.,An animal is running outside.,0
7389,A couple walking down the street.,a couple is walking up the street.,0
7390,"Two men wearing glasses, talking.","Two men wearing glasses, talking about the news.",1
7391,A drummer gives a performance to a group of children.,A man is playing the flute.,2
7392,These people are doing dangerous things.,People are perfectly safe.,2
7393,A red-uniformed hockey player is attempting to control the puck while two white-suited hockey players try to disrupt him.,Three people are playing hockey in uniforms.,0
7394,Men and women walking down a sidewalk.,man and woman walk,0
7395,Two large dogs are fighting with teeth bared near some trees.,Two large dogs are fighting with teeth bared near some oak trees.,1
7396,Closeup of man with glasses blowing a bubble gum bubble in a dimly lit room with a faint ceiling light in the background.,The man is chewing bubble gum inside.,0
7397,View of busy pedestrians along a road in Asia.,View of busy pedestrians along a road in Japan.,1
7398,A blond boy with a navy blue uniform kicks a soccer ball in an open field.,A young man is watching TV.,2
7399,A woman is laying in a hammock.,A woman prepares to nap.,1
7400,A blond boy carrying a wheelbarrow with grass in it.,The boy is pushing an empty wheelbarrow.,2
7401,People in black coats walk slowly through deep snow to approach a bridge in winter.,People wearing coats are knee deep in the snow.,1
7402,"A man sits alone in front of a building, hanging his head so low it appears to not exist.",A man sits alone and hanged his head so low.,0
7403,A male adolescent or young teenager is wearing camouflaged shorts or long swim trunks and is upside down over a body of water like a lake or reservoir whose cement walls and graveled top appear in the corner.,the boy is outdoors,0
7404,"An older man, with a blue shirt, sitting on sand, welds together pieces of metal.",The older man has a white shirt,2
7405,a woman in a colorful sari walks with a small boy who is carrying an umbrella through a busy city in the pouring rain.,"A woman is outside with a small boy, walking in the rain covered by an umbrella",0
7406,"A cowboy with a black hat, blue vest and black pant riding a bucking bull with another man standing in the background for safety of the cowboy.",A cowboy is putting shoes on his horse.,2
7407,Several people are sitting at a table looking at colored index cards.,People are studying cards to prepare for a test.,1
7408,A group of random people are walking around in a town that has been recently plowed.,The group of random people know eachother.,2
7409,A hand poking out of a black sweater sleeve is mixing an egg into a flour well with a fork.,Someone in a black-sleeved sweater is using a spoon to mix an egg with flour.,2
7410,The man is looking out over a placid lake.,A man is rowing a boat on a lake.,2
7411,A young man is working on a weaver.,A young man is weaving a blanket.,1
7412,Standing at a podium in front of a colorful mural and old gentleman uses a screen to communicate to other men at a table and in the audience.,The old gentleman is communicating with the other men,0
7413,There are many people gathered near a sign reading The Deep End.,The people are near a sign.,0
7414,A family of four that is near a canal where boats are going in and out of.,The family is sitting in the den.,2
7415,A lady with long brown hair is wearing a tan sweater and is sitting on a couch with a man.,Some people sitting on a couch.,0
7416,The boy wearing the red jacket and helmet is winking,The boy in the blue jacket and helmet is riding a skate board.,2
7417,Man taking picture of church while the american flag blows in the wind,A man is taking a photo of a station wagon.,2
7418,Tall buildings overlooking light brown trees and grass in the middle of fall.,An Autumn cityscape near a few trees and grass.,0
7419,A person setting up a tent beside a few other tents on the snowy ground.,Camping out in December.,1
7420,A woman walks along a crowded street.,A woman is walking in the street,0
7421,A black dog jumps to catch a Frisbee in the snow.,The dog loves the snow.,1
7422,"A spotted dog, a black dog, and a puppy converging on a tennis ball.",Three animals are approaching a spherical object.,0
7423,"An old weathered, bearded man wearing all black, riding a beautiful white donkey on white rocks.",An old man is riding a donkey to a friend's house.,1
7424,A baby is laying on his back and smiling.,A baby is happy.,0
7425,People talk near stereo equipment outdoors.,The stage crew is setting up the equipment for a concert.,-1
7426,A baby carefully wrapped in a blanket sleeping in an infirmity crib.,A baby is carefully wrapped in a clean blanket.,1
7427,Three friends are relaxing around the table.,The friends are christians.,1
7428,A man is skateboarding in a city.,The man is having fun.,1
7429,Man working on a model airplane as a woman watches the action.,The man is sleep.,2
7430,"A small smiling child huddled into the chest of an older man wearing orange, who is also smiling.",The man is wrapping his arms around the child.,1
7431,A young child is petting an animal.,A little boy is grabbing a dog's coat playfully.,1
7432,A man in a red shirt is straddling the back end of his bike in midair by a tree.,The man has brown hair.,1
7433,"A bare chested man in white pants and a beautiful woman, also in white, perform with sticks of fire while standing on stone steps.",The two people are a couple.,1
7434,A rocky land-mass extends into the water in the distance.,A rocky land-mass is covered by some water.,0
7435,View of the historic area of a European city.,An old European city's view,0
7436,A man in an orange vest worn over a blue short-sleeve collar shirt sits at a computer terminal.,A man is standing on top of a bus,2
7437,"A large group of young women outside, all wearing the same blue tracksuit, waving and smiling at the camera.", A large group of young women outside laughing.,1
7438,A group of people riding a roller coaster upside down.,People are riding on a roller coaster.,0
7439,Two people working on a lawn with red and white tape blocking off an area.,Two construction workers are working outside on a lawn.,1
7440,A baby in a blue shirt and diaper is being held by a man.,The man is balding,1
7441,Two kids playing basketball.,kids are playing sports,0
7442,Three men chat while sitting and standing on top of a military tank.,a group of guys pose for a picture on a tank.,1
7443,"An entrance to an underground subway, with people passing by.",The subway entrance has a sign.,1
7444,A group of men on an active construction site.,Men on an active construction site.,0
7445,An elderly man and a young woman share a laugh on the beach.,A father and daughter laugh on the beach.,1
7446,A crowded day with many skiers and snowboarders on the slopes.,It was a sunny day while the skiers and snowboarders were on the slopes.,1
7447,A male on a balcony looks through a telescope to see the seaside city.,A male looking through the window of his Bugatti.,2
7448,5 people dressed in purple dance on a black stage with a blue curtain behind them.,humans on a stage,0
7449,A man's pants are falling down as he throws crates into a dumpster.,The man accidentally mooned a bunch of people.,1
7450,A woman is walking in an art gallery.,A Pokemon is battling in an art galley because it is trying to get into a picture of a pokeball.,2
7451,"Two workers wearing tools, boots, and hard hats are working on the steel beams of a structure.",The workers are tired.,1
7452,A small dog playing tug with a larger dog,The two dogs are chasing a ball in a park.,2
7453,Two swimmers are jumping off the tall rock into the water.,Two swimmers are being daring.,0
7454,"Man in red costume, with a fur hat, a sword and a knife on his belt holding an ax, with blurred people in the background.","A male is going to comic-con, dressed as his favorite game character",1
7455,"Two smiling cyclists both dressed in competition gear, bike by a graffiti wall and stationary planter as several people look the other way.",Two frowning bikers dressed in nothing.,2
7456,A woman in a blue sweater has headphones in her ears.,The person is listening to music.,1
7457,A group of people talking outside at night.,A family is planning the next meeting.,1
7458,Two men with short hair walk through the interior of a building under construction.,Two men examining the interior of a construction project.,1
7459,Two large white dogs are fighting in the grass.,Two small kittens play in the grass.,2
7460,A lead choir singer with the rest of the choir singing in the background of a concert hall.,The choir is dressed in black.,1
7461,An older man works his station by the boat dock.,the man is sixty,1
7462,A man in a short-sleeved button up shirt stands in front of a crown all sitting in chairs in front of a wooden building.,A man in a long-sleeved button up shirt stands in front of a crown all sitting in chairs in front of a wooden building.,2
7463,Asian people going multiple directions on multiple escalators.,Asian people taking multiple escalators to multiple destinations.,0
7464,Bird's eye view of a city worker walking on the street.,The city worker is viewed from above,0
7465,two black dogs race for a ball on the shore.,The dogs are eating dinner.,2
7466,A man wearing a gray and black shirt and blue jeans sells inflatable brightly colored toys.,A toymaker is selling toys he made.,1
7467,A person stands in a boat labeled Texas Mooring in front of a red wall.,man sits in the aeroplane.,2
7468,Two women riding tricycles.,Two sad women riding tricycles.,1
7469,A man holds a sign seeking money.,A man is begging for income.,0
7470,A male jumps in the air while on a skateboard.,The male is skateboarding.,0
7471,woman squatting over a bag filled with some sort of round green vegetable.,A woman is emptying a bag.,2
7472,A bunch of dogs and kids playing in a swimming pool.,A group of children enjoy their neighbor's new pool.,1
7473,Two men in coveralls are digging a hole with a shovel and some machinery.,Two workers dig a hole with equipment.,0
7474,Two young girls are playing and laughing in a green grassy yard.,Two young girls are running around in the grass,1
7475,People standing and walking on the street together with their kids,The people are walking down Broadway.,1
7476,A child jumping in the air on the beach.,Someone is wearing a swimsuit.,1
7477,Three young boys are playing with Legos in a messy living room.,Three young boys are building with legos.,0
7478,a man selling candles at a stand,He is selling candles at his stand,0
7479,3 safety jacket clad Construction workers appear to be poking something interesting with their shovels.,Some construction workers found a body.,1
7480,People sitting on the curb in Asia.,People are standing on the street.,2
7481,Two young blond girls are washing a golden retriever.,The dog is wet.,0
7482,Several young people walking along a set of train tracks.,A solitary woman walks along some train tracks.,2
7483,"Two young adults of opposite gender are playing music, the boy is on the drums and the female is singing.",A boy and a girl make music together.,0
7484,"An elderly woman tries on a black hat while looking in a mirror at a clothing boutique, with a sales assistant to her right.",A woman looks in a mirror at the store.,0
7485,A man getting an old-fashioned shoeshine.,A black boy is shining a white man's shoes.,1
7486,Blond women with pink highlights standing next to a black bicycle.,There's a woman with highlighted hair next to the bicycle.,0
7487,Three people are trying to open a large door to a closed shop.,The people are going to work.,1
7488,Newlywed couple sharing a kiss.,Two people kiss.,0
7489,People dressed in red are walking into an ivory colored building that looks like a castle.,People are dressed in blue and swimming,2
7490,People in a big city are waiting to cross the street.,People waiting to cross the street are sitting in lawn chairs.,2
7491,A person bungee jumping with the coordinator watching from above.,A person bungee jumps,0
7492,A lady dressed in a kimono is looking at the camera.,A Japanese woman is getting a shot.,1
7493,"A beautiful young woman in a ""fuax"" Scottish outfit is walking along side the road.",A beautiful young woman walks home in a scottish outfit,1
7494,The singer in a band is singing into a microphone while the other members are playing their guitars and drums.,The singer is with the other musicians.,0
7495,A black and white dog runs through the water.,A multicolored colored dog is running through some water.,0
7496,A younger woman and older man are running on treadmills next to each other.,a daughter and father run together,1
7497,A small white dog with a blue collar is climbing over a large log.,A blue collared dog climbs atop another dog.,0
7498,A group of musicians perform on the street for donations.,A band is marching down the street.,2
7499,A group of people preparing for a move.,A group of people are standing idly.,2
7500,woman walking down sidewalk in front of a storefront covered in newspapers.,A man is playing with his kids.,2
7501,A woman in white is holding a bouquet of roses.,A woman holds a bouquet of roses.,0
7502,Three men push water off of a baseball field.,the men are getting the field ready for the game,1
7503,A man plays a guitar while another man swings his head down while holding tight to a microphone.,A man naps while another plays video games.,2
7504,A man working on a large piece of equipment.,The man is working on farm equipment.,1
7505,Children are walking along a dirt path.,Young people are walking outside.,0
7506,A pair of guys in black pants running.,Two members of the cross country team running.,1
7507,A man wearing bathing trunks is parasailing in the water.,The man is naked and scared of the water.,2
7508,A black and white dog is chasing a ball on an open plane.,A dog is outside.,0
7509,A boy in a swimsuit slides along a stretch of wet plastic.,A boy is wearing a swimsuit,0
7510,A brown dog is running down a slope while a man follows beside him.,The man is the dog's owner.,1
7511,The fir fighters are at work serving those in need.,They are serving food.,1
7512,A girl walking in front of a soccer net during a game.,A man blocks a ball shot at a soccer net.,2
7513,Three Caucasian children are looking out of a bared area with their mouths open.,Child play chase in the park.,2
7514,A man wearing orange swim trunks in jumping from a high rock into the water.,There is a person in the water.,0
7515,"A well lit room, with three glasses on the table and two plates.",There are two glasses and one plate on the table.,2
7516,A skateboarder is doing a stunt.,He is having fun.,1
7517,"3 men in the midst of a bunch of stuff, 2 on separate sides of the aisle of stuff designing some type of art, one in blue pants, the other in white.",Men are preparing a add campaign for ketchup.,1
7518,An old man with gray hair is playing an accordion while several people listen.,The man plays an instrument.,0
7519,Three dogs play outside.,Three dogs play outside on hot coals.,2
7520,Two people walk at night past a building that glows with purple light.,A couple of fellows are on a walk outside at night.,0
7521,A street juggler performing while wearing a colorful outfit.,The juggler is wearing a plain outfit.,2
7522,Two young men on the same football team are wearing orange and white uniforms and playing on an outside field while coaches and other players watch.,Two young people with blonde hair on a sports team playing outside.,1
7523,"Two children in hats play in an open, rocky field.",The children are playing catch.,1
7524,A girl sits outside at a large fountain.,There is a person outside.,0
7525,A woman dressed as Snow White in a parade.,A woman is in a parade for Disney characters.,1
7526,A old lady is trying to smoke outside in the forest.,The woman was told to smoke away from the forest so as not to start a fire.,0
7527,Two lines of colorful cars racing on a racetrack.,The cars are preparing to race.,1
7528,Four young males pose on shopping carts.,People are posing.,0
7529,A tennis player getting ready to serve the ball.,A tennis player is taking a break on the sidelines,2
7530,A man standing on a table filming with people surrounding him.,A filming session is in progress.,0
7531,A man and a woman sit outside of a restaurant.,The people are at a restaurant.,0
7532,"five cold people in the snowstorm, one wearing a snowman head",The five people are in a desert.,2
7533,Young woman doing acrobatic stunts on a pole outdoors.,A woman is having a tea party.,2
7534,Three men play guitars on stage.,Men play guitars.,0
7535,A child in red and blue floaties looking down at the water.,"Child sitting in living room, reading",2
7536,A little girl running through a crowd of people sitting.,The little girl runs to find her mother.,1
7537,A man talks on his cellphone while leaning over some documents.,A man plays music on his phone while reading the newspaper,2
7538,The dog is sleeping in the vehicle.,The dog is asleep.,0
7539,A girl wearing a hat near a Domino's Pizza sign.,a human standing with a sign,0
7540,A man trying to cart some items in a rolling container.,A woman is petting a cat.,2
7541,A woman in a brown jacket is standing on a rock with a forested background.,A woman is hiking through the woods of Utah.,1
7542,an older man riding a bike in a city park,A park is bustling and lively.,1
7543,The man on the yellow basketball team tries to score while the men on the opposing team try to block his shot.,People are celebrating a finished basketball game.,2
7544,A man is about to land on the ground after parachuting at a blue angels air show.,A person at an air show,0
7545,Two dancers performing a traditional ethnic dance.,Two dancers are resting on a couch.,2
7546,Two boys play with a hula hoop in the yard.,The boys are throwing the hula hoop back & forth.,1
7547,Two overweight people are eating some fried food outside in the street in front of the restaurant.,Two people bought some fried food from the retaurant,1
7548,Two people walking their dogs on the beach.,the people are a couple,1
7549,A brown and white dog jumps in the air to catch a snowball.,Three dogs are sleeping.,2
7550,A man with brown hair is wearing gray pants and a black belt and is sitting at a table with four other people.,Each person has their own table.,2
7551,Two workers working on yellow paper lanterns.,Some people are working on lanterns.,1
7552,A girl wearing blue water googles is being splashed in the face with water by a fellow swimmer.,A girl is swimming in the deep end of the pool.,1
7553,Construction workers are fixing the floor of a subway station.,The construction workers are in New York City.,1
7554,Young children play with gigantic bubbles in a green room.,Adults drinking tea.,2
7555,"This man is roofing a house, he is wearing a hat.",A lady wearing a hat is roofing a house.,2
7556,A boy just chilling in the water.,A boy is hanging out in his pool.,1
7557,"A man or woman with white face paint, wearing an orange colored bikini suit, sitting on a bicycle outside.",A clown in a parka is driving a red car down the street in front of people.,2
7558,Two people are cleaning the road.,Two people are cleaning the dirty road.,0
7559,A young boy is performing tricks with a skateboard at a skate park.,A young boy is practicing his new tricks before the skateboarding competition.,1
7560,The worker is standing on a ladder on a city sidewalk repairing the building with a large drill.,The worker is repairing a sign.,1
7561,Three women out for the evening in a big city.,A group of female humans.,0
7562,A man wearing green goggles watches as a woman in green goggles and holding a torch solders some metal on top of wooden blocks.,A man and woman are wearing green google.,0
7563,A man looking to purchase ice cream from and ice cream truck at night.,The man likes chocolate.,1
7564,Two sumo wrestlers wrestling.,Two ladies are playing tennis.,2
7565,A man is holding his baby while a woman takes a picture of the baby.,Seven cats run for the food dish.,2
7566,A woman is hanging clothes to dry in the bathroom.,The clothes are wet.,0
7567,A young girl in a pink shirt holds a crying baby in her arms.,The girl is wearing a blue shirt,2
7568,The girl in the white tank top is upset.,The angry girl in the white tank top is upset.,1
7569,A man in a green coat pulls a red suitcase behind him.,His suitcase is filled with documents.,1
7570,Two men in bowler hats and a woman are performing on a street.,Three people are performing on the street.,0
7571,The sun sprinkles light on the train tracks.,It's raining hard out there.,2
7572,Two men dressed in construction apparel are working on a project.,Two men dressed as construction workers are working.,0
7573,"A man is standing inside a laundry room, pointing to a button on a washing machine.",A man is pointing at the sky.,2
7574,A woman with a painted face is painting another person's face.,One woman with a bare face is painting another person's face,2
7575,man scaling wall with fire in hand,A man has fire in his hand,0
7576,A man in a green shirt is sitting next to a man in a white shirt working on a computer.,A cat hanging from a ledge.,2
7577,One woman is watching another woman working at weaving.,One sad woman is watching another woman working at weaving.,1
7578,A young boy getting his hair styled is eating candy.,A young boy is having his tooth pulled by the dentist.,2
7579,A man sits on the gravel by an ocean.,A man running along the beach.,2
7580,A woman wearing a blue dress is drawing a picture of a boy and a girl on the sidewalk with sidewalk chalk.,The boy and girl are 45 years old.,2
7581,this group of people are practicing water safety by wearing preservers while in a raft on the river,A group of people are practicing for rafting.,1
7582,A young brunette male comforting a young girl in a red jacket.,A guy and girl are together.,0
7583,Costumed onlookers watch as a uniformed policeman makes a speech and a man in a suit holds a bowl of fruit.,There is a man holding a plate of vegetables and fruit.,2
7584,A male with glasses is using his laptop.,A male is not using his laptop,2
7585,"A little boy blows bubbles, which are held by a young woman",The woman and little boy are playing football.,2
7586,A young woman partying at a local nightclub with her friends and is wearing a sports bra.,A man composing a piece of classical music.,2
7587,A person wearing a red jacket holding rainbow streamers.,The person is singing.,1
7588,A group of people stand on a balcony near a colorful circus building.,The people are standing by a police station,2
7589,A man and a woman both wearing black bathing suits jump into a body of water.,People are jumping into water.,0
7590,A man in a gray jacket and jeans singing on stage in front of a crowd illuminated in pink light.,A man is playing the trombone.,2
7591,A teenager doing tricks with his favorite bicycle.,a young man is doing tricks on is bike,0
7592,a man lying in the middle of a hug rock,the man is not wearing clothes while hugging a rock,1
7593,Male in poor area of the world using a bucket to pour water on himself.,A kid is at school studying.,2
7594,"Here is a mail carrier delivering mail on a brick sidewalk, it seems as though someone asked him to smile for a picture!",A mail carrier delivering mail.,0
7595,Three formally-dressed people sit around a wooden table eating dessert and drinking from white cups on white saucers.,"Three formally-dressed people sit around a round wooden table eating dessert, cake and pie,  and drinking from white cups on white saucers.",1
7596,A young woman wearubg a bikini is climbing rocks near a creek.,A woman climbs rocks while looking for her dog.,1
7597,a young boy with blue hair and large blue eyes brushes his teeth,The toothbrush is green.,1
7598,The man in the blue shirt looks very lonely.,A man standing lonely with blue shirt.,1
7599,"A baseball pitcher stands on the mound, ready to pitch a ball.",A couple is looking at TV.,2
7600,A girl with black and orange patches on her cheeks.,A purple people eater in a polka dotted swim suit is singing.,2
7601,A surfer balances on a surfboard while another surfer is not on his board in the background.,He is on the surfboard.,0
7602,A man wears a t-shirt showing a baby humping a stuffed bear.,A man is wearing a graphic t-shirt.,0
7603,"A person in blue climbs up a very tall cliff, attached by red and blue ropes.",The rope is red and blue.,0
7604,A young boy runs down a cement stairway.,A boy moves slowly around the streets.,2
7605,An asian man wearing a black suit stands near a dark-haired woman and a brown-haired woman.,An asian man stands next to two white women.,1
7606,Three construction men are working.,There are men performing a physical activity.,0
7607,Several people in a restaurant.,People inside.,0
7608,A girl in a bright yellow shirt and dark green shorts is sleeping on a couch with a bag of pretzels on the floor next to her.,She was talking on the phone.,2
7609,"People walking down a city sidewalk, all keeping the rain at bay with umbrella's.",The people are outside on the sidewalk.,0
7610,Texas baseball player catches the ball on base while the opponent slides.,The baseball player turns a double play.,1
7611,Man in striped shirt kicking a pink and black soccer ball.,the man is playing in the mud with his friends,2
7612,"A female speaker wearing a gray jacket, a dark scoop necked top with a dark knee length skirt is presenting to a group using a computer to present as well as a microphone at the podium.",A female speaker is laying in a hammock,2
7613,A man jumps into the water on a sunny day.,A man jumps into the water.,0
7614,A large brown dog is playing tug-of-war with a large black dog.,Two dogs are playing outside.,1
7615,Young skateboarder doing a trick in the park.,A young male skateboarder doing a trick outdoors.,1
7616,"There are two dogs, black and white, and the black one is jumping.",One dog is jumping while the other watches,0
7617,A man is preparing to hit a golf ball on a golf course with trees in the background.,He is using a nine iron.,1
7618,A soccer player in a white jersey is falling to the ground as players in green jerseys take the ball.,A soccer player falls as another player takes the ball in a soccer tournament.,1
7619,A boy in a yellow jacket holding a red pot.,A boy in a yellow jacket is holding a pot that is red.,0
7620,A man in black rolling a round table across a floor.,A man is changing around the furniture in his room for a party.,1
7621,professional motorcycle racer turning a corner,The motorcycle runs on butter instead of gasoline.,2
7622,a young man with a hairnet over his hair and his mouth wearing a black jacket.,A man is riding a motorcycle.,2
7623,a dog shakes dry.,A dog is covered in lake water.,1
7624,Two toddlers posing for the camera.,Young children getting their picture taken,0
7625,Woman giving a presentation.,Lady giving speech.,0
7626,A calm street corner with a man sitting on a stool looking at something on a small platform.,A man is sitting on a small platform.,0
7627,Girls posing with rainbow in the sky.,"Once the rain stopped, there was a rainbow.",1
7628,Two people work with garden tools in a rocky landscape.,Two people work with tools to get the job done perfectly,1
7629,"A black man with sunglasses on his head, wearing a brown apron with a knife in his hand looking at chopped up food.",A black man wears sunglasses and an apron while holding a knife by food.,0
7630,Little girl wearing a colorful hat while propped up on a cushion.,A girl wearing a hat smiles with some people.,1
7631,A man riding a Segway on a trail with a woman riding bike,A couple is exploring a park together.,1
7632,Two young boys play in cardboard boxes.,The boys are sleeping.,2
7633,A woman wearing a white hat and a black shirt paints a scene from the Grand Canyon.,The woman is asian.,1
7634,A man wearing a Rastafarian hat and Fred locks leans forward with his arms outstretched and his hands together.,A man is flailing his arms and legs in the air.,2
7635,The little boy is observing the arrangements of flowers and lights.,The boy is outside.,1
7636,A black-haired swimmer in a pool.,A man eating a candy bar.,2
7637,The young man leaning against a brick wall with a bag of laundry is talking to someone on a cellphone.,A young man is at the laundromat doing laundry while chatting to someone on a cellphone.,1
7638,Two dogs playing with a tennis ball,The dogs are running.,1
7639,A young boy in pajamas eats out of a red bowl at a wood table.,A girl is drinking milk.,2
7640,"A young woman, wearing a Carnegie Mellon sweatshirt, listens to her headphones.",the woman is studying,1
7641,A man in a green shirt is working under a blue vehicle.,The man is sitting at his desk.,2
7642,A little boy jumps off of a bunk bed onto another bed.,The little boy has plenty of energy.,1
7643,People walk and ride bikes along the coast.,there is no one outside,2
7644,Two little girls in blue dresses laugh.,Two little girls in blue dresses laughing at each other.,1
7645,A shopper carries a large amount of purchases out of the store.,Customer is going home,1
7646,A man in a tan suit jacket looks at a plant.,A man looks at a plant.,0
7647,Two women playing musical instruments; one plays violin and the other play a wind instrument.,Two women are playing music with instruments.,0
7648,A man wearing a green shirt skateboarding down a street.,A man riding a skateboard.,0
7649,"A young boy with blue eyes, wearing a red shirt drinks from a metallic pouch with a straw.",A young boy is having a drink.,0
7650,Two painted women ride bicycles on the street with onlookers nearby.,The two woman bundle up in winter coats as the blizzard sets in.,2
7651,A construction worker is carving a pipe.,The construction worker is doing this for construction of a house.,1
7652,A band of musicians on stage waving and saluting to the audience off-camera.,The band of musicians were playing a song.,1
7653,A man is standing at the back of a room with a sticker on his shirt.,The man in the back at the AA meeting has a sticker on his shirt.,1
7654,Two people wearing life jackets while seated on a boat.,There are two people wearing life jackets.,0
7655,Chefs are gathered in the background and someone is over an open flame cooking meat.,Someone is over an open flame cooking lamb meat,1
7656,"An audience of varying race, sex, and age are enthralled as two men are in a martial arts tournament, the men wear the usual white ge's while one attempts a round house kick to the others face, two refs officiate the match with one sitting at a chair blowing a whistle while the other is up close to the two fighters.",A crowd is watching a martial arts fight.,0
7657,Two girls play on a skateboard in a courtyard.,Two girls are outside.,0
