,video-id,fold-ind,startphrase,sent1,sent2,gold-source,ending0,ending1,ending2,ending3,label
6853,anetv_AFtFitXAFks,5188,A man is inside of a gym. He,A man is inside of a gym.,He,gen,flips a protective weight over a seated man holding a female jacket toward him and rubs an arm across his leg.,starts hitting the rocks back and forth against the wall.,does a presentation and presses a hand on the pedal.,is doing a same routine on a balance beam.,2
6854,anetv_g6tF83rCXh0,15158,"She lifts with her knees, raising the bar to her chest. She then","She lifts with her knees, raising the bar to her chest.",She then,gold,"stands, lifting it over her head before dropping the barbell back to the ground.",lifts one weight up over her head and swings it over her head.,lifts the bar and holds the bar short.,"lifts it from her mouth, closing it up behind her.",0
6855,anetv_a68k87VXX1c,1887,A small dog on the floor next to her watches. She,A small dog on the floor next to her watches.,She,gen,leans off the ledge and moves down with the dog.,"leans in close, holding himself up on the couch behind her.",goes around and climbs into the boat.,turns her head slightly to the side.,0
6856,anetv_5qsXmDi8d74,14445,Eventually the taller sumo pushes the smaller guy out of the ring and they fall a little into the audience but both remain on their feet and go back onto the ring to catch their breaths and have the referee announce the winner. The replay of the round,Eventually the taller sumo pushes the smaller guy out of the ring and they fall a little into the audience but both remain on their feet and go back onto the ring to catch their breaths and have the referee announce the winner.,The replay of the round,gen,appears with the same hull of being manually angled and better moving all the left from the right.,go across the world and loses black spring to night and defender of all victory is the winner.,is shorter and it wee the same man until he is ugly.,lets the women doing comment turns on stage.,1
6857,anetv_Z8yNbpjUSLc,6419,She presents various ingredients that you need to have. She,She presents various ingredients that you need to have.,She,gold,tests the preparation of the same pasta.,shows the ingredients to make a pour fry in the oven.,blends all the juices together into a grinder to make a mixture.,takes a dollop from a mug.,2
6858,anetv_QhDPo3amF6o,8995,Car 9 has finally gotten going but he is crashing left and right. A man,Car 9 has finally gotten going but he is crashing left and right.,A man,gold,is boarding along some field holding some of sticks with his hand and near how to go over the ocean.,young man is sitting in a car outside the gym.,reverses into another car behind him.,is shown again to get his bike clean with them and continues off while many shots are shown and heard racing around him.,2
6859,anetv_2TEJnQzCPUM,1032,The man begins by rollerblading down a long walk way and then sitting on a bench outdoors and talking to the cameras. The man then,The man begins by rollerblading down a long walk way and then sitting on a bench outdoors and talking to the cameras.,The man then,gold,demonstrates several different companies.,demonstrates how to strap on roller blades.,takes the shoes at the bottom and starts talking performing the show.,begins moving himself in some difficult competitions.,1
6860,lsmdc3047_LIFE_OF_PI-22387,10630,"Richard Parker creeps out from his shelter. Standing on the raft grid, someone",Richard Parker creeps out from his shelter.,"Standing on the raft grid, someone",gen,"looks up at the mirror, taking another vial of liquid.",puts on his knee.,climbs down onto the back of the boat.,treads back and pets the remaining boulders figurine to someone.,2
6861,anetv_HZWdMK6zhec,11200,A man is standing outside in front of a shed. He,A man is standing outside in front of a shed.,He,gen,is cutting a section of hair upwards.,takes out a paper cutter and reads it.,starts using a roller.,is using a large rake to paint a fence.,2
6862,anetv_MduMjuxuIac,9109,The men kneel and dance and pose for the finish. The men,The men kneel and dance and pose for the finish.,The men,gold,jump and cheer as they leave the stage.,clap their hands up as they dance.,hop back onto the stage and begin dance with one another.,trade the bow in more pictures.,0
6863,lsmdc3009_BATTLE_LOS_ANGELES-121,11807,Abandoned cars mark their path. Someone,Abandoned cars mark their path.,Someone,gold,opens a door and inserts a key into the lock.,looks up from a map.,walks through the jungle.,run through snow and drive in.,1
6864,lsmdc3021_DEATH_AT_A_FUNERAL-1242,1478,He tucks it into his breast pocket. Shaking his head he,He tucks it into his breast pocket.,Shaking his head he,gold,finds someone by the incantus.,strides to the door and points at someone.,"glances at his watch, then brings his laces into his sleeve shirt.","stands up after him, closing his eyes.",1
6865,anetv_b87ec6jTm_M,18679,We see people perform in front of a crowd. We,We see people perform in front of a crowd.,We,gen,see a man performing a routine on an indoor mat.,see the ladies applying money to the floor.,see people in the arena.,see the lady laying in the table.,0
6866,anetv_X6CpfuJLx0U,7086,We approach a man on a sidewalk. We,We approach a man on a sidewalk.,We,gold,and gives a final look.,see a man playing the accordion on the sidewalk as people walk past.,", our comrade returns his fixed stare to someone, who nods and furrows his brow sympathetically.",then are shown doing capoeira moves.,1
6867,lsmdc3087_WE_BOUGHT_A_ZOO-40949,15307,"Steadying it, he takes out a tool on his keychain. Entering the office, the principal","Steadying it, he takes out a tool on his keychain.","Entering the office, the principal",gen,pushes his mobile phone.,lays his hand on someone's shoulder.,leaves the building and looks over at someone.,shows someone a bottled of wine.,3
6868,lsmdc1007_Spider-Man1-74911,9326,The web is struggling to hold people and the car. Someone,The web is struggling to hold people and the car.,Someone,gold,runs itself in fright then slides the door aside.,makes her way back to the ramp.,bends down and lifts a bloody ax out of his left palm.,sees a tugboat draw near.,3
6869,anetv_Jd0KWW9LN4Q,627,He is showing how to hold and roll the ball. He,He is showing how to hold and roll the ball.,He,gen,trips over his board then falls down.,puts them in a basket.,finishes it and picks out a camera.,has so green patch in it and fails.,1
6870,anetv_MSPslSgkp60,10416,"Then he goes on to show some more jump ropes techniques while doing the jump rope himself. After he stops, he",Then he goes on to show some more jump ropes techniques while doing the jump rope himself.,"After he stops, he",gold,vaults over and does some jump jacks as the crowd cheers him in.,runs on a jump and starts doing a routine with the rope.,jumps off the set and goes over the bar again.,continues talking and explaining the workout method.,3
6871,lsmdc0026_The_Big_Fish-61911,11300,"Suddenly, the ladder gives way and he falls. We","Suddenly, the ladder gives way and he falls.",We,gold,shines down on both of them.,rush in on someone.,"crouch down the narrow path, gradually wheeling into the alley.",turn off the lights of the burning machine.,1
6872,lsmdc1060_Yes_man-99327,19451,Someone gazes at the screen and waves. People,Someone gazes at the screen and waves.,People,gold,shake hands and hands him a drink.,eats some mouthwash as he washes his face.,crash on the rock of manhattan.,stand up to leave.,3
6873,lsmdc0026_The_Big_Fish-62162,19017,Someone plucks his laughing daughter away to dance with her. Then Mildred,Someone plucks his laughing daughter away to dance with her.,Then Mildred,gold,cuts in to dance with someone.,applies her final inscription.,father taps her ear with both hands.,make a tiny cake in a bowl.,0
6874,lsmdc0049_Hannah_and_her_sisters-69449,3018,"While someone pleads with her, someone puts her cocaine vial into her purse. She","While someone pleads with her, someone puts her cocaine vial into her purse.",She,gold,holds a finger against one nostril and sniffs.,lays her arms on to her shoulder and stares ahead.,walks down the main corridor.,has her drink in her hand.,0
6875,lsmdc3014_CAPTAIN_AMERICA-5700,17652,"Later, someone drinks with the rescued men. Someone","Later, someone drinks with the rescued men.",Someone,gold,ushers someone through the front door toward someone.,leaves him out of the night saloon.,is watching her keenly.,"addresses someone, then converses with someone.",3
6876,anetv_8uV6u0QcTSs,1260,A little girl applies makeup to her face. The girl,A little girl applies makeup to her face.,The girl,gold,tries to look and then spots a girl holding a pink one.,looks deeply from the left cheek.,adds some sand to his eye and gulps it down.,takes eye - shadow with a brush from a palette.,3
6877,anetv_ZJ6BFrKcRe0,9131,"The man in on the beach is flying the kite. The man is using two ropes, he",The man in on the beach is flying the kite.,"The man is using two ropes, he",gold,does the same jumping into the sand.,spins around them fluidly.,'s maneuvering the kite with both hands.,runs with the kite of the boat.,2
6878,lsmdc1018_Body_Of_Lies-80349,2637,He holds out his hand. Someone,He holds out his hand.,Someone,gen,looks up at someone with concern.,peers towards the corner of the boy's desk.,gazes at the tank of blue.,hurries off and joins someone.,0
6879,anetv_u9ec3Exc5mI,10844,A child swings a wooden pole at a large red pinata. The pinata,A child swings a wooden pole at a large red pinata.,The pinata,gold,splits and launches into a pinata.,"flings, and the boy swings it across the playground.",is raised and lowered while the boy swings to hit it.,comes back right and hits the burst from the pinata.,2
6880,lsmdc1023_Horrible_Bosses-81830,3737,"He is short with a goatee, a high forehead and wispy, thin comb - over. He","He is short with a goatee, a high forehead and wispy, thin comb - over.",He,gold,eyes only faintly light.,is a sign that attracts no script to his passing.,scoots back into the office.,holds up a syringe.,2
6881,lsmdc3013_BURLESQUE-4911,11724,"She pushes the pianist's head past her lap, then shimmies her pearls. At home, someone and someone","She pushes the pianist's head past her lap, then shimmies her pearls.","At home, someone and someone",gold,gather at the envelope.,sit in front of explosions in a crowded theatre.,run up towards someone's car and takes them after the dip.,share a comfortable laugh in the living room.,3
6882,anetv_ybcStSlBGPc,2831,The jack - o - lantern moves towards the camera. A young woman,The jack - o - lantern moves towards the camera.,A young woman,gold,is talking as she bounces slowly out of view.,is talking very animatedly in front of a white wall.,shovels snow from the house.,is walking across a balcony overlook of a city street corner.,1
6883,lsmdc3042_KARATE_KID-19545,2830,The boy glares up at someone. Someone,The boy glares up at someone.,Someone,gen,stumbles out of the view.,knocks the child's leg.,grins as they slash at someone.,turns to his right.,3
6884,lsmdc1059_The_devil_wears_prada-98808,11357,He spots someone and gives her a warm smile. She,He spots someone and gives her a warm smile.,She,gold,turns to look as she stares at the other panel.,pulls away and shuts the front door.,halts and glares at someone as she descends to a dry deck.,"winks back and makes her way back past the press, along the red carpet and up the stairs and towards the entrance.",3
6885,lsmdc3035_INSIDE_MAN-1717,5714,"The white haired banker sits, his gaze thoughtful and troubled. The light from the window","The white haired banker sits, his gaze thoughtful and troubled.",The light from the window,gold,shows its windshield darken.,looks forelegs in the eyes.,highlights his mustache and drawn weathered face.,shows a combination screen glowing monitors.,2
6886,lsmdc1004_Juno-6759,6345,A squawking baby attached to his umbilical cord. Someone,A squawking baby attached to his umbilical cord.,Someone,gold,presses it to the typewriter's headboard.,smiles at the stacks.,sprints along a railing.,"takes a long look at him, then closes her eyes.",3
6887,lsmdc3083_TITANIC2-39030,12482,She peeks toward him from the corner of her eyes. Someone,She peeks toward him from the corner of her eyes.,Someone,gold,boards a lower walkway heading the path with her purse in her hand.,"leaps from someone's bed, grabs her wrist.",waves his hand in front of someone's face.,is on her way out.,2
6888,lsmdc1035_The_Adjustment_Bureau-85924,18769,"Meanwhile, someone sits alone in the hospital waiting room. She","Meanwhile, someone sits alone in the hospital waiting room.",She,gold,"looks up at his wife, who gives a shrug and saunters away.","watches him go, then stands up and goes back to his bike.","blinks back tears, then shakes her head.",holds a blanket over her eyes.,2
6889,lsmdc1051_Harry_Potter_and_the_goblet_of_fire-7075,1839,"His wand is in a sheath, strapped to his leg. He","His wand is in a sheath, strapped to his leg.",He,gold,"heads through a narrow channel, peering uncertainly through the cloudy water.",paddles down onto his right elbows and picks up the chain.,"puts a faint ledger of his belt using the strap that flows from his coat, then wraps it around his gloved hand.",quickly twists his body to keep his balance.,0
6890,anetv_pMmlJGSucss,5401,He raises his arm while a camera follows him from behind. He,He raises his arm while a camera follows him from behind.,He,gold,throws a ball around the hoop.,pauses as he passionately.,sticks his arms out and jumps into a pool in the end.,"makes his way through the crowd, setting the fire.",2
6891,anetv_L0K-WJuI1-I,3166,He removes the filter from the vacuum. He,He removes the filter from the vacuum.,He,gold,places his attachment on top of the vacuum.,stirs the protective clothes.,talks some more after this.,blows more pieces of wood onto the floor.,2
6892,lsmdc3051_NANNY_MCPHEE_RETURNS-25042,13383,Someone strides over to her. He,Someone strides over to her.,He,gen,"stumbles in to the road, then leans across the wheel.",smiles and shuts her into him.,"shuts off, leaving someone in the sidewalk.",takes a cigar from her fingers.,3
6893,anetv_RKDjetk5Kko,1301,She begins stirring food into a pot on the stove. She,She begins stirring food into a pot on the stove.,She,gold,takes us and uses several deep ingredients to fix martini refrigerator.,adds pasta to a large pot on the stove.,she moves off of a pot the entire time to make out really look at it.,puts back the closet the dishes.,1
6894,anetv_-AaOr1DI2no,17330,A woman paints the wall with a liquid. The woman,A woman paints the wall with a liquid.,The woman,gold,cuts the wallpaper in the glass.,puts wallpaper on the area.,puts a paint can on a table.,"pours polish into a glass, and taps nail polish out with a paint.",1
6895,lsmdc3057_ROBIN_HOOD-27969,3343,"As he runs a finger down the document, someone and Queen someone watch tensely. King someone","As he runs a finger down the document, someone and Queen someone watch tensely.",King someone,gold,holds his beer up at someone's midriff.,takes the snowman off the ledge and falls.,hears a pained smile as someone cries out.,lifts his gaze to the crowd.,3
6896,lsmdc1009_Spider-Man3-76092,6247,Someone slowly turns to face him. Someone,Someone slowly turns to face him.,Someone,gold,blinks back tears as she lies back in her lap.,eyes someone who wears a smirk.,"gets into the back of his chauffeur driven limo and is driven away, leaving someone standing helplessly on the pavement.","massages his right foot, but replaces his sunglasses.",2
6897,lsmdc3028_GHOST_RIDER_SPIRIT_OF_VENGEANCE-12779,18698,"In midair, the missile extinguishes someone's flames, then propels him to the ground. A brilliant fire cloud","In midair, the missile extinguishes someone's flames, then propels him to the ground.",A brilliant fire cloud,gen,blazes in the sky.,forms a cloud of smoke.,fills the sky with its pumpkin trapped by a stone.,breaks the night sky.,0
6898,lsmdc3032_HOW_DO_YOU_KNOW-2108,7749,"Now someone strolls down a sidewalk in her rumpled red dress, passing another pedestrian. A breeze","Now someone strolls down a sidewalk in her rumpled red dress, passing another pedestrian.",A breeze,gold,rustles the green leaves of a bush nearby.,sleds down someone's body.,blows up on their mouth.,blows his hair around his's face.,0
6899,anetv_jPLJAYnjsBw,17168,A girl is looking in a mirror holding a tattoo pattern on her shoulder. Another girl,A girl is looking in a mirror holding a tattoo pattern on her shoulder.,Another girl,gold,shaves her face in her hand.,is lying on a bed while another girl gives her a tattoo.,is shown standing and smiling with an older man.,stands outside and talks to the camera dressed in black and blue uniform.,1
6900,anetv_Deo_GsHyw8Y,1345,Demonstrating what and how you would use it on the ski's. He,Demonstrating what and how you would use it on the ski's.,He,gold,struggles to keep her balance when he operated and screws it back in place.,walks over to the chair.,applies the pink plaster as he welds skin.,shows you on the ski's how to rub it on.,3
6901,lsmdc3057_ROBIN_HOOD-27321,17986,She confronts an apple cheeked young woman in an elegant gown listening at. The regal woman,She confronts an apple cheeked young woman in an elegant gown listening at.,The regal woman,gen,looks to one door.,reaches for her tee - high skirt.,"stops, stifling a grin.",meets someone's gaze.,3
6902,lsmdc1029_Pride_And_Prejudice_Disk_One-83731,13623,Someone hides a look of amusement as the dance continues. The nine couples,Someone hides a look of amusement as the dance continues.,The nine couples,gold,"pull right through the window, their eyes red.",are divided in the cafe having a great time.,are turned toward theirs in a haggard mirror.,"move in unison watched by other guests, a magnificent chandelier hanging over their heads.",3
6903,anetv_cFzo-Zgxk1M,8274,A man throws a bowling ball. He then,A man throws a bowling ball.,He then,gold,goes back and high fives his friends.,hits the ball with his racket.,throws it against an iron wall and steals the ball.,takes the rest on the field.,0
6904,anetv_Mv2uecqTSdY,5313,A man pushes a red kayak with a kid in it into a lake. The boat,A man pushes a red kayak with a kid in it into a lake.,The boat,gold,slides down a ramp into the water.,pushes him down the ski board.,holds up a body of water looking out into the lake.,jumps in a tube riding a surfboard into it.,0
6905,anetv_uBT9n8wOKP4,19329,A young child is seen wearing ear pieces on his head and blowing around the grass. He,A young child is seen wearing ear pieces on his head and blowing around the grass.,He,gold,is holding a large machine and is seen pushing it all around the yard.,is again hitting a pinata quickly while smiling to the camera.,continues to play the field while the camera captures the watching tournament.,continues on his phone and speaking to the camera.,0
6906,anetv_jE2jDJ9WHeE,16760,"A coach takes notes, and then players train lacrosse. Then two teams","A coach takes notes, and then players train lacrosse.",Then two teams,gold,play sports while the band teams play and some players wrinkle their roots.,play croquet on a field with different details on the art.,play lacrosse in a field throwing the call with a stick.,gather their boards to receive a final notice.,2
6907,lsmdc1043_Vantage_Point-88909,8201,The man's camera drops to the ground. The presidential party,The man's camera drops to the ground.,The presidential party,gen,begins to pace the front of someone's feet.,spins to pick him up in a bag.,wears a dark and dejected setting.,"is moving toward town, winding out down the street.",3
6908,anetv_mK3keyPMe3o,4548,A lot of people wearing white t shits are going on skateboards on street. the skateboardes are going on highway and people on sides,A lot of people wearing white t shits are going on skateboards on street.,the skateboardes are going on highway and people on sides,gold,are in paris doing jumps.,are cheering them up.,are then shown of kids riding bikes on roller blades.,are trying to save the clothes in the road.,1
6909,lsmdc3074_THE_ROOMMATE-4338,1372,"Looking at herself in the mirror, she puts on someone's fedora. She","Looking at herself in the mirror, she puts on someone's fedora.",She,gen,taps leaning over the table to take off her glasses.,hangs out in the library and strolls towards the kitchen area of the house.,"gives someone a sidelong look, then removes his shoes.",aims at someone who lunges with him on the arm of a couch.,2
6910,anetv_rojFvhZw_z8,5403,The dog is playing on a rug after the bath is over with wet fur on his body. The little puppy,The dog is playing on a rug after the bath is over with wet fur on his body.,The little puppy,gold,is also petting the dog.,"is next to him, petting him.",is still knitting as she tries to get more inside the suit.,is running around the dog with wet fur too.,3
6911,lsmdc3088_WHATS_YOUR_NUMBER-41897,15143,"Now outside, she uses her cell. She","Now outside, she uses her cell.",She,gold,reads the assignment on a dinner list.,turns her around and finds her boss standing alone.,looks at the nurse.,greets a delivery man.,3
6912,lsmdc3052_NO_STRINGS_ATTACHED-25299,17080,"At the hospital, someone goes to the lobby where her sister someone is waiting. She","At the hospital, someone goes to the lobby where her sister someone is waiting.",She,gold,'s wearing an engagement ring.,jerks her way outside.,opens a lift at the front of the house.,opens the bed and frowns.,0
6913,lsmdc3089_XMEN_FIRST_CLASS-42988,4131,She spits a ball of fire. She,She spits a ball of fire.,She,gold,stops with the remote and thinks a bit.,"bursts off, knocking him over.","becomes pale, utterly entranced.",gives someone a nod.,3
6914,lsmdc1051_Harry_Potter_and_the_goblet_of_fire-7268,2693,He runs his fingers over his hairless skull. Someone,He runs his fingers over his hairless skull.,Someone,gold,strides out with someone.,wakes up asleep in bed.,emerges from the shadows.,is stock - still.,2
6915,lsmdc3047_LIFE_OF_PI-21938,8907,"Now at home, the young Indian performs Salah alone. Someone","Now at home, the young Indian performs Salah alone.",Someone,gold,"runs the room with the parents, including someone.",crosses himself and prays as his family begins dining.,puts his hammer against his face.,throws a ball out of a daze as they watch the croquette game.,1
6916,anetv_fCLnOf-YjEI,14350,Two kids walk by and stop and start to talk to the old man. He,Two kids walk by and stop and start to talk to the old man.,He,gold,is acting as he dances from kids.,puts it on the back.,shows them his feet soles and the talk some more.,"throws the disk, multiple times.",2
6917,anetv_XyQSmMYbP6o,11922,The woman with necklace is talking to the camera and showed her swimsuit briefly. The woman,The woman with necklace is talking to the camera and showed her swimsuit briefly.,The woman,gold,pushes her under the hula hoop in front of her.,is looking down with her mouth open and put her face in the water.,continues to brush the foam and the other and the use of their scissors.,stirs comatose head in pink water begins.,1
6918,lsmdc3007_A_THOUSAND_WORDS-3895,19060,Someone looks up as it begins to rain. Someone,Someone looks up as it begins to rain.,Someone,gen,is very apprehensive about them.,sees someone turning and firing into the hut.,sits up and faces him sadly.,sits in his car by at the back of his pickup.,0
6919,anetv_n2wq_9TeNYM,11688,The players are racing on the high ramps as the spectators are watching on the side of the race track. A man,The players are racing on the high ramps as the spectators are watching on the side of the race track.,A man,gen,throws the javelin and tries the spectators the hurt.,prepares to throw darts at someone while people are watching.,runs all along the track going up jumps into the air.,walks by on the stilts and runs back to the park line.,2
6920,anetv_XnBUb3qoFQM,1655,A man wearing black bathing trunks sitting on an inner tube as it slides down a tubing slide. A man wearing dark trunks,A man wearing black bathing trunks sitting on an inner tube as it slides down a tubing slide.,A man wearing dark trunks,gold,stands on an enclosed water slide ride at a water park.,climbs close to the water as the two of them fall on the hill below.,walks on the skateboard all around stops when he has caught.,pulls away across a bridge.,0
6921,lsmdc0030_The_Hustler-64685,15257,Someone puts a bottle into the pocket of his jacket and returns to the table to screw together his cue stick. The sight of someone,Someone puts a bottle into the pocket of his jacket and returns to the table to screw together his cue stick.,The sight of someone,gold,"picks a man on a lever that leads up to a prune, kicked and blown aside.",makes him laugh again.,does n't take his eyes off someone.,"comes out, followed by a middle - aged waitress.",1
6922,lsmdc3081_THOR-38091,5266,Someone steps into the circular pattern on the ground. Someone,Someone steps into the circular pattern on the ground.,Someone,gold,fires someone in the stomach when he wakes.,goes to the right to enter.,stares at the sky then furrows his brow.,sidesteps from a foot to the makeshift ladder.,2
6923,lsmdc3018_CINDERELLA_MAN-8043,14080,Someone nails someonel with series of hooks. Someone,Someone nails someonel with series of hooks.,Someone,gold,knocks his opponent down.,is blindfolded into the reader.,slides rectangular shelves by hand.,coughs into the fire.,0
6924,anetv_FhGOGbL-A84,14690,"A little boy is in a yard, using a leaf blower. A little girl soon","A little boy is in a yard, using a leaf blower.",A little girl soon,gold,joins a younger sister helping her on a swing.,"comes, sliding his books and going down a pathway.","joins him, blow him some of her hair.","joins him, raking leaves.",3
6925,lsmdc1026_Legion-5423,11474,"Inside, their drivers seemed to be convulsing. Their heads shaking violently, they","Inside, their drivers seemed to be convulsing.","Their heads shaking violently, they",gen,come for times to beat the black.,are eating just two apart from gripping the strawberries.,go to shot to the bus.,pass a tense and grim - faced someone.,3
6926,lsmdc3002_30_MINUTES_OR_LESS-761,19970,The customer steps out in a gorilla mask. Someone,The customer steps out in a gorilla mask.,Someone,gen,rubs someone's temple.,turns to father someone.,is reading and hopping.,holds a cigarette from the inside.,0
6927,lsmdc1002_Harry_Potter_and_the_Half-Blood_Prince-72592,9340,Someone sits on the back of the sofa and falls off. Someone,Someone sits on the back of the sofa and falls off.,Someone,gen,"bows, purses her lips.",'s gaze drifts to his eyes.,looks across the chalkboard.,give a shit affirming salute.,1
6928,lsmdc3005_ABRAHAM_LINCOLN_VAMPIRE_HUNTER-2396,6745,Someone's eyes widen and he lowers his remorseful gaze. Now a photographer,Someone's eyes widen and he lowers his remorseful gaze.,Now a photographer,gold,rests uncomfortably on his side of the cockpit to the gears.,stands in the middle of a field littered with the bodies of union soldiers.,packs clothes onto the floor and wraps an arm around them.,shows someone in a luxury dressing room wearing an orange costume.,1
6929,lsmdc3081_THOR-37844,18424,"Someone holds someone back as someone and the other agents get into their vehicles and drive away. Later, someone, someone and someone",Someone holds someone back as someone and the other agents get into their vehicles and drive away.,"Later, someone, someone and someone",gen,arrive at a hotel's gate.,sit on their basement bed.,"sit guard at a table in one of his penguins, on stage.",come inside as other officers rush out.,0
6930,lsmdc3007_A_THOUSAND_WORDS-3589,18610,"Someone looks to his left then smiles at the doctor, who smiles back. Later someone","Someone looks to his left then smiles at the doctor, who smiles back.",Later someone,gen,leads someone off a demure farm drive.,pushes himself along a water tower.,"waits in front of the doors office, a mug in his hand.",carries someone down the staircase to someone's marble staircase.,2
6931,anetv_4zYY4abpCgI,5155,A person is sanding a white board. He,A person is sanding a white board.,He,gen,takes the rubber mallet off then prepares it with large stone.,is behind it and sprays it back and forth.,climbs a ladder and puts up a top.,begins using a tool.,3
6932,anetv_jEppv00aBBc,18485,We see the man pouring into dish. The man,We see the man pouring into dish.,The man,gen,peels the potato with a towel.,smells the parchment the chocolate needed.,rinses the mop off the counter and bowls.,pours some garlic from the bowls.,3
6933,anetv_ABBA086Gmq0,846,"He goes down numerous town roads, over medians, and through water fountains. He","He goes down numerous town roads, over medians, and through water fountains.",He,gold,goes in the water and stops by smoking a cigarette.,looks to the curb and pauses.,performs several stunts but then dives to high speed.,"continues doing stunts, meeting up with another biker before doing a wheelie back into the shop.",3
6934,anetv_pajUG7Y6Gtk,17261,Three people are seen standing on a sandy field and lead into one scoring a goal. The men,Three people are seen standing on a sandy field and lead into one scoring a goal.,The men,gold,celebrate while his clip is shown again several times.,walks passing another pose outside text text onto the screen.,continuously kick out and run around the field around the field but begin hitting back into the goal.,continue riding around while many spectators hug one another.,0
6935,lsmdc3084_TOOTH_FAIRY-40130,9960,Someone faces someone and shakes his head. Someone,Someone faces someone and shakes his head.,Someone,gen,goes over to someone.,reacts to the applause.,hangs over his cell.,spots a map envelope.,0
6936,lsmdc3081_THOR-38135,19856,"Someone slashes someone's face. Swinging his spear, someone",Someone slashes someone's face.,"Swinging his spear, someone",gold,looks down at his gleaming assailant.,leaps into the inflatable.,knocks someone to the floor.,shoots fire at someone as he feeds the squid - like alien to an alien troll.,2
6937,anetv__rs8dhCdI1w,4401,"After, the person clean with a cloth and peels the tape. Next, the person","After, the person clean with a cloth and peels the tape.","Next, the person",gen,put the cloth into a box and holds a cloth.,cleans the shoe with cloth makes it extremely dry using a cloth.,removes a tape on the nail and dry it.,trims on the urn with a white dispenser and paints it over.,2
6938,lsmdc0025_THE_LORD_OF_THE_RINGS_THE_RETURN_OF_THE_KING-61156,13723,"Someone intercepts the beast, striking him with his staff. Someone","Someone intercepts the beast, striking him with his staff.",Someone,gold,"keeps getting paw claws, side by side.",watches as someone steps out of the air.,"lurches away, unlocking the launcher.","welds his staff, cutting through the attacking orc with ease.",3
6939,anetv_roavmdw1ORo,16314,The lady lifts the horses feet. We then,The lady lifts the horses feet.,We then,gold,see the horse and the riders.,"see the man, and another man snowboard down a hill in a work area.",see a lady teaching a boy how to use the monkey bars to take the current.,see the ending screen.,3
6940,anetv_G6LjkB0xv2k,2343,The woman demonstrates folding the machine for storage. The woman,The woman demonstrates folding the machine for storage.,The woman,gold,holds out her hands to safety.,opens the iron and dumps the rock on.,continues to exercise on the machine.,picks up the vacuum and vacuums the floor.,2
6941,anetv_XftM9eALPy0,13254,A large arena houses many people. Poles,A large arena houses many people.,Poles,gold,are set up in the arena.,stands with their soldiers in front of them.,are left as a person goes.,throw themselves to the guy.,0
6942,lsmdc1020_Crazy_Stupid_Love-81350,10663,Someone watches her with sad eyes. He,Someone watches her with sad eyes.,He,gen,"kisses her cheek, and kisses him.","meets her gaze, then backs away.","leans close, applying little yellow gazes over his beard.",looks to her with a sour look in her eyes.,1
6943,lsmdc3031_HANSEL_GRETEL_WITCH_HUNTERS-2039,17636,Someone stamps hard on the blade severing someone's head. Someone,Someone stamps hard on the blade severing someone's head.,Someone,gold,stands with his gun at his neck.,runs into the house smiling.,glares into someone's house again.,punches someone in the face.,1
6944,lsmdc0029_The_Graduate-64452,1422,Someone freezes just inside the door. Someone,Someone freezes just inside the door.,Someone,gen,opens the rear door.,leaves on to the return table.,switches off his radio.,dangles wake boarding in a cloud of dust.,0
6945,lsmdc3031_HANSEL_GRETEL_WITCH_HUNTERS-1491,15344,They stop and exchange a glance before they charge to the door and pound on it. The girl,They stop and exchange a glance before they charge to the door and pound on it.,The girl,gen,massages her elbows to her feet and bowing without yet loads on the girl's shoulder.,"ducks into the counter, then breaks into the mic as the dressing dancer comes back and sits on the floor.",uses her hands to bring it back among the vampires.,arrives at a village where two men in handcuffs draws gate by a horse.,3
6946,lsmdc3020_DEAR_JOHN-9787,7723,"The captain observes his men. Sitting on a crate, someone",The captain observes his men.,"Sitting on a crate, someone",gold,hands over a garment bag and a lighter and a pouch.,holds his head up as the general quickly passes.,places a hand over someone's head.,furrows his brow thoughtfully.,3
6947,anetv_uBT9n8wOKP4,19330,He is holding a large machine and is seen pushing it all around the yard. He,He is holding a large machine and is seen pushing it all around the yard.,He,gen,continues to move up and ends with the camera panning around.,gets it out of the shed and puts it on a padded table.,sits on a chair and begins to hit the balls.,spins around with the stick as he and more stuff flail by.,0
6948,anetv_gt2Sp_iG2hU,2271,"When the man is done talking he begins to play the drums for a short while, resumes back to talking and does this back and forth with playing and talking until he ends the lesson with just talking. The outro appears and it","When the man is done talking he begins to play the drums for a short while, resumes back to talking and does this back and forth with playing and talking until he ends the lesson with just talking.",The outro appears and it,gen,"is the same, repeated this time and a man before continuing to talk as the woman is waiting he's shown.",begins to throw followed by 26 logos.,appears white text overlaid with a mill for howcast.,is the video who says that crazy process where his eyes are demonstrated several times and several times.,0
6949,lsmdc3047_LIFE_OF_PI-22646,4606,He stares into the sky with a huge smile then pulls himself to a crouching position on the bench. Ocean water,He stares into the sky with a huge smile then pulls himself to a crouching position on the bench.,Ocean water,gen,drifts on side as he peers at a sheer limb filled landscape.,"sieve with a central green like an artificial sea, which lies out in a softened foreground.",is overhead that any small jet is sitting on.,rains over his rear puts his hand in a makeshift wave.,3
6950,anetv_1fbU_MkV7NE,12795,She does several sit ups from the floor. She,She does several sit ups from the floor.,She,gold,talks while she does the sit ups.,finishes the performance without pausing to dance.,", she walks back to her chair in front of her and wraps her arms around him.",jumps up and catches her without flexing her.,0
